model,r2_compared_to_actual_milp_opex,delta_to_milp_pred
MILP_pred,0.9674870109966608,0.0
LP_Upper,0.9750168641303167,0.0075298531336559504
LP_Lower,0.9652325033858304,-0.0022545076108303475
LP_Approx,0.9669172785072324,-0.0005697324894283762
