model,r2_compared_to_actual_milp_opex,delta_to_milp_pred
MILP_pred,0.9530981727530796,0.0
LP_Upper,0.9590830847703021,0.00598491201722251
LP_Lower,0.9477973576979416,-0.0053008150551380195
LP_Approx,0.9558866218928067,0.0027884491397270894
