model,r2_compared_to_actual_milp_opex,delta_to_milp_pred
MILP_pred,0.9444067557587297,0.0
LP_Upper,0.9517862341886003,0.007379478429870634
LP_Lower,0.9384805456337063,-0.005926210125023368
LP_Approx,0.9471158753068971,0.002709119548167438
