model,r2_compared_to_actual_milp_opex,delta_to_milp_pred
MILP_pred,0.9880812068366224,0.0
LP_Upper,0.987187559579737,-0.0008936472568853437
LP_Lower,0.9878014503126907,-0.0002797565239316402
LP_Approx,0.9883028086166743,0.00022160178005192765
