model,r2_compared_to_actual_milp_opex,delta_to_milp_pred
MILP_pred,0.9089888174125489,0.0
LP_Upper,0.9348214742691033,0.025832656856554448
LP_Lower,0.8927701064363357,-0.01621871097621319
LP_Approx,0.8936280892723434,-0.015360728140205504
