k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
112,328.5745047,396.6608949,447.2451560132113,0.0,328.57450470000026,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,332.0588187,396.6608949,100.0110672400171,137.9411813,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
114,339.4851783,396.6608949,230.2294136719429,130.51482170000006,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
115,350.6940407,396.6608949,352.7607898441183,119.30595930000001,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
116,354.1783523,396.6608949,464.0591252358348,0.0,354.17835230000014,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,382.0528543,396.6608949,89.85712840415829,87.94714570000002,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
118,400.6073867,396.6608949,172.75027472736934,69.39261330000005,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
119,414.5446376,396.6608949,237.6471184985083,55.45536240000007,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
120,404.0916982,396.6608949,289.0128997425498,65.90830180000438,0.0,16.536552670389938,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309872,0.0,470.0,0.0,380.1243422296101,0.0
121,423.2554178,396.6608949,350.0279874333721,46.744582200000025,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
