k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
46,370.9907276,396.6608949,185.97439673026057,99.00927240000618,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
47,377.9593531,396.6608949,278.87091324378787,92.04064690000001,0.0,16.536552670394656,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.130977130977,0.0,470.0,0.0,380.12434222960536
48,381.4436671,396.6608949,364.70038335037486,88.55633290000426,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
49,386.6701356,396.6608949,446.7998955842543,83.32986440000519,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
50,384.9279786,396.6608949,523.537137106457,85.07202140000538,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
51,384.9279786,396.6608949,601.542533505857,85.07202140000464,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
52,381.4436671,396.6608949,679.1588389880161,88.5563329,0.0,16.5365526703946,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
53,381.4436671,396.6608949,759.6898324451709,88.55633290000443,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
54,383.1858216,396.6608949,839.8191373070258,0.0,383.1858216000003,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,421.0031304,587.1223702,433.2850067701381,48.99686960000437,0.0,206.99802797039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
56,549.5079332,781.293796,477.5546846954208,0.0,79.5079331999965,401.1694537703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
57,524.1485906,781.293796,391.689312068164,0.0,54.148590599999295,401.1694537703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
58,508.9603391,791.3176496,332.8795456495687,0.0,38.9603390999967,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
