k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,din_TES,dout_TES,Qin_B1,Qout_B1,Qin_CHP1,Qout_CHP1,Pout_CHP1,Qin_B2,Qout_B2,Qin_CHP2,Qout_CHP2,Pout_CHP2
114,339.4851783,396.6608949,0.0,0.0,0.0,156.15492280233977,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,677.0771019888019,339.4851783,240.50597209766025,0.0,0.0,0.0,0.0,0.0
115,350.6940407,396.6608949,0.0,0.0,0.0,144.1642302592472,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,702.8463024156025,350.6940407,252.4966646407528,0.0,0.0,0.0,0.0,0.0
116,354.1783523,396.6608949,0.0,0.0,0.0,140.4368841978012,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,710.8567427944428,354.1783523,256.2240107021988,0.0,0.0,0.0,0.0,0.0
117,382.0528543,396.6608949,0.0,0.0,0.0,110.61810586452282,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,774.940286975987,382.0528543,286.0427890354772,0.0,0.0,0.0,0.0,0.0
118,400.6073867,396.6608949,0.0,0.0,0.0,90.76937498089194,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,817.5971996204996,400.6073867,305.8915199191081,0.0,0.0,0.0,0.0,0.0
119,414.5446376,396.6608949,0.0,0.0,0.0,75.85998592122792,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,849.6389714813715,414.5446376,320.8009089787721,0.0,0.0,0.0,0.0,0.0
120,404.0916982,396.6608949,0.0,0.0,0.0,87.042029026421,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,825.6076397694397,404.0916982,309.618865873579,0.0,0.0,0.0,0.0,0.0
121,423.2554178,396.6608949,0.0,0.0,0.0,66.54161948391152,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,869.6650751872752,423.2554178,330.1192754160885,0.0,0.0,0.0,0.0,0.0
122,444.1612943,396.6608949,0.0,0.0,0.0,44.17753573395271,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,917.7277333234333,444.1612943,352.4833591660473,0.0,0.0,0.0,0.0,0.0
123,426.7397318,396.6608949,0.0,0.0,0.0,62.81427085506277,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,877.6755210837212,426.7397318,333.84662404493724,0.0,0.0,0.0,0.0,0.0
124,412.8024807,396.6608949,0.0,0.0,0.0,77.72366012867712,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,845.6337487630487,412.8024807,318.9372347713229,0.0,0.0,0.0,0.0,0.0
125,430.2240433,396.6608949,0.0,0.0,0.0,59.08692490059184,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,885.6859612326613,430.2240433,337.5739699994082,0.0,0.0,0.0,0.0,0.0
126,451.1299199,396.6608949,0.0,0.0,0.0,36.722841043658036,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,933.7486195987196,451.1299199,359.938053856342,0.0,0.0,0.0,0.0,0.0
127,446.512641,396.6608949,0.0,0.0,0.0,41.66218008627209,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,923.1334847924848,446.512641,354.99871481372793,0.0,0.0,0.0,0.0,0.0
128,436.8855768,396.6608949,0.0,0.0,0.0,51.960742312784305,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,901.0008420640421,436.8855768,344.7001525872157,0.0,0.0,0.0,0.0,0.0
129,401.3612252,396.6608949,0.0,0.0,0.0,89.96295543909741,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,819.3302760650761,401.3612252,306.6979394609026,0.0,0.0,0.0,0.0,0.0
130,326.6620243,396.6608949,0.0,0.0,0.0,169.87250551142247,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,647.5966414623415,326.6620243,226.78838938857754,0.0,0.0,0.0,0.0,0.0
131,340.0834718,396.6608949,0.0,0.0,0.0,155.51489769068965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,678.4525801207801,340.0834718,241.14599720931037,0.0,0.0,0.0,0.0,0.0
132,311.7575129,396.6608949,0.0,0.0,0.0,185.81662252568944,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,613.3311354882355,311.7575129,210.84427237431058,0.0,0.0,0.0,0.0,0.0
133,311.4263396,396.6608949,0.0,0.0,0.0,186.17089551763743,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,612.5697673101673,311.4263396,210.48999938236258,0.0,0.0,0.0,0.0,0.0
134,323.8435229,396.6608949,0.0,0.0,0.0,172.88760039916733,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,641.1169002640003,323.8435229,223.7732945008327,0.0,0.0,0.0,0.0,0.0
135,356.797806,396.6608949,0.0,0.0,0.0,137.63472080006272,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,716.8788728728729,356.797806,259.0261740999373,0.0,0.0,0.0,0.0,0.0
136,359.9333208,396.6608949,0.0,0.0,0.0,134.28050048854243,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,724.0874286066286,359.9333208,262.3803944114576,0.0,0.0,0.0,0.0,0.0
137,361.6754753,396.6608949,0.0,0.0,0.0,132.4168288484958,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,728.0926458073459,361.6754753,264.2440660515042,0.0,0.0,0.0,0.0,0.0
138,355.1645864,396.6608949,0.0,0.0,0.0,139.38185921430113,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,713.1240972576974,355.1645864,257.2790356856989,0.0,0.0,0.0,0.0,0.0
139,366.3734463,396.6608949,0.0,0.0,0.0,127.39116934558626,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,738.893291936992,366.3734463,269.26972555441375,0.0,0.0,0.0,0.0,0.0
140,364.6312917,396.6608949,0.0,0.0,0.0,129.254841092608,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,734.8880745063746,364.6312917,267.406053807392,0.0,0.0,0.0,0.0,0.0
141,352.4361953,396.6608949,0.0,0.0,0.0,142.30055851222542,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,706.8515198462198,352.4361953,254.3603363877746,0.0,0.0,0.0,0.0,0.0
142,357.0534765,396.6608949,0.0,0.0,0.0,137.36121700918397,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,717.46665994016,357.0534765,259.29967789081604,0.0,0.0,0.0,0.0,0.0
143,350.084851,396.6608949,0.0,0.0,0.0,144.8159115925035,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,701.445773894774,350.084851,251.8449833074965,0.0,0.0,0.0,0.0,0.0
144,339.6319139,396.6608949,0.0,0.0,0.0,155.99795223726923,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,677.4144474705474,339.6319139,240.66294266273079,0.0,0.0,0.0,0.0,0.0
145,339.6319139,396.6608949,0.0,0.0,0.0,155.99795223726923,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,677.4144474705474,339.6319139,240.66294266273079,0.0,0.0,0.0,0.0,0.0
146,336.1475999,396.6608949,0.0,0.0,0.0,159.7253008661178,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,669.4040015741016,336.1475999,236.9355940338822,0.0,0.0,0.0,0.0,0.0
147,308.2730979,396.6608949,0.0,0.0,0.0,189.54407919939612,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,605.3204573925574,308.2730979,207.1168157006039,0.0,0.0,0.0,0.0,0.0
148,315.2417234,396.6608949,0.0,0.0,0.0,182.08938461607656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,621.3413434379435,315.2417234,214.57151028392346,0.0,0.0,0.0,0.0,0.0
149,316.9838804,396.6608949,0.0,0.0,0.0,180.22571030165224,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,625.3465663861664,316.9838804,216.43518459834777,0.0,0.0,0.0,0.0,0.0
150,310.0152548,396.6608949,0.0,50.07974732748863,0.0,134.10754171550275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,724.4591343502307,360.0950021274886,262.55335318449727,0.0,0.0,0.0,0.0,0.0
151,323.6147762,587.1223702,47.4570185460017,0.0,0.0,363.5937777261943,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,640.5910110748111,323.6147762,223.52859247380567,0.0,0.0,0.0,0.0,0.0
152,421.0917485,781.293796,47.22032567855026,48.908251500000006,0.0,401.1694537703946,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
153,388.4932398,781.293796,93.33168850279766,0.0,0.0,488.36139768628857,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,789.7467480469481,388.4932398,292.9323983137115,0.0,0.0,0.0,0.0,0.0
154,366.8639963,791.3176496,92.86619476440787,103.1360037,0.0,411.19330737039456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
155,363.3020447,791.3176496,190.13768592881922,0.0,0.0,525.3335591928214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,731.8321325974326,363.3020447,265.98409040717854,0.0,0.0,0.0,0.0,0.0
156,371.3088048,791.3176496,189.18937026399402,98.69119519999998,0.0,411.19330737039456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
157,362.1603162,791.3176496,281.76841835949864,0.0,0.0,526.5549244770617,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,729.2072961510962,362.1603162,264.76272512293826,0.0,0.0,0.0,0.0,0.0
158,368.678828,791.3176496,280.36309251008566,101.32117199999999,0.0,411.19330737039456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
159,378.2613376,779.3760622,374.97965193123224,0.0,0.0,497.38925221032684,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,766.2235813659813,378.2613376,281.98680998967313,0.0,0.0,0.0,0.0,0.0
160,379.3416029,779.3760622,373.10943311490456,90.6583971,0.0,399.25171997039456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
161,374.7201866,779.3760622,457.1590640137581,0.0,0.0,501.17740228072694,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,758.082467075867,374.7201866,278.19865991927304,0.0,0.0,0.0,0.0,0.0
162,385.7629064,714.0545666,454.8789736697356,84.23709359999998,0.0,333.9302243703946,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,0.0,0.0,0.0
163,269.3108426,585.2046364,532.4357641685604,0.0,163.3108426,585.2046364,1.0,0.0,0.0,0.0,0.0,1.0,114.6125,106.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,273.1409495,585.2046364,358.30312960503426,0.0,0.0,585.2046364,1.0,0.0,0.0,0.0,1.0,0.0,330.58994568203116,273.1409495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,278.8861098,585.2046364,356.51608529080215,0.0,172.88610979999999,585.2046364,1.0,0.0,0.0,0.0,0.0,1.0,114.6125,106.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,270.9037174,396.6608949,173.20678128175314,0.0,0.0,396.6608949,1.0,0.0,0.0,0.0,1.0,0.0,327.6990223278125,270.9037174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,269.3167901,396.6608949,172.3429088561419,0.0,163.3167901,396.6608949,1.0,0.0,0.0,0.0,0.0,1.0,114.6125,106.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
