k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,din_TES,dout_TES,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
62,495.1631036,791.3176496,145.59727053699413,0.0,25.163103599993747,411.1933073703879,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309915,0.0,470.0,0.0,380.12434222961207
63,515.3563626,779.3760622,547.2757067939453,424.6436374000061,0.0,19.127377740782663,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,977.1309771309911,470.0,470.0,380.1243422296054,380.1243422296119
64,518.6132248,779.3760622,0.0,0.0,518.6132248000001,779.3760622,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,518.6132248,779.3760622,106.8267615412579,112.73058000081431,0.0,349.312672740413,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,676.1259475275442,568.5347043701798,339.07145341522255,292.2723513855917,240.06338945958697,190.0
66,526.7424659,714.0545666,46.71412309060851,0.0,56.74246589999686,333.9302243703914,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309841,0.0,470.0,0.0,380.12434222960866
67,391.8111945,585.2046364,120.575111352512,78.18880550000645,0.0,205.08029417038773,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309919,0.0,470.0,0.0,380.1243422296123
68,389.7409138,585.2046364,196.02957433157553,80.25908620000652,0.0,205.08029417038767,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235
69,389.7409138,585.2046364,271.107706606526,80.25908620000652,0.0,205.08029417038767,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235,0.0
70,357.0534765,396.6608949,376.78694713219267,112.94652350000655,0.0,16.536552670387664,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235,0.0
71,357.0534765,396.6608949,0.0,0.0,357.0534765,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,360.5377905,396.6608949,0.0,0.0,0.0,133.6338683803353,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,725.4771058366059,0.0,360.5377905,0.0,263.02702651966473
73,357.0534765,396.6608949,0.0,0.0,0.0,137.36121700918397,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,717.4666599401598,0.0,357.05347649999993,0.0,259.29967789081604,0.0
74,364.022102,396.6608949,0.0,0.0,0.0,129.90652242586435,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,733.487545985546,0.0,364.022102,0.0,266.75437247413566
75,353.569165,396.6608949,0.0,0.0,0.0,141.0885629636549,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,709.4562197912197,0.0,353.56916499999994,0.0,255.5723319363451,0.0
76,358.7956335,396.6608949,10.788570763264062,11.384804911949505,0.0,123.31863546129443,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,747.6455755546474,0.0,370.18043841194947,0.0,273.3422594387056
77,365.764259,396.6608949,109.51156869180666,104.23574100000741,0.0,16.536552670386754,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.130977130994,0.0,470.0,0.0,380.12434222961326
78,381.4436671,396.6608949,192.8839225264367,88.55633290000756,0.0,16.536552670386527,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309946,0.0,470.0,0.0,380.1243422296135
79,410.6426673,587.1223702,248.17063701198913,59.357332700006026,0.0,206.99802797038814,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.130977130991,0.0,470.0,0.0,380.12434222961184
80,541.2815198,781.293796,172.0869727582961,0.0,71.28151979999348,401.1694537703877,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235,0.0
81,510.2371802,781.293796,128.97946993251662,0.0,40.23718019999694,401.1694537703914,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,977.1309771309841,0.0,470.0,0.0,380.12434222960866,0.0
82,470.167779,791.3176496,573.5627979978264,469.83222100001785,0.0,31.068965140770104,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,977.1309771310181,470.0,470.0,380.1243422296054,380.12434222962446
83,453.1732935,791.3176496,586.6476158781161,16.82670650000575,0.0,411.1933073703885,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309902,0.0,470.0,0.0,380.1243422296115,0.0
84,456.6195372,791.3176496,596.4014126464087,13.380462800005724,0.0,411.1933073703884,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309903,0.0,470.0,0.0,380.12434222961156,0.0
85,462.0876488,791.3176496,600.92482127784,7.9123512000062455,0.0,411.19330737038797,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309914,0.0,470.0,0.0,380.124342229612
86,460.9349327,791.3176496,606.5180164660009,9.065067300005698,0.0,411.19330737038854,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309901,0.0,470.0,0.0,380.12434222961144
87,488.5970503,779.3760622,583.9660109597157,0.0,18.597050299993725,399.2517199703879,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309915,0.0,470.0,0.0,380.12434222961207
88,503.6051387,779.3760622,994.5938740079436,436.3948613000059,0.0,19.12737774078289,-0.0,-0.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309906,977.1309771309772,470.0,470.0,380.12434222961167,380.1243422296054
89,516.1118787,779.3760622,447.7135829096417,0.0,516.1118787,779.3760622,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,536.2694503,714.0545666,375.8973889916414,0.0,66.26945029999305,333.93022437038724,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309931,0.0,470.0,0.0,380.1243422296128
91,404.2328834,585.2046364,436.34541681379534,65.76711660000674,0.0,205.08029417038745,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309926,0.0,470.0,0.0,380.1243422296126
92,418.7248531,585.2046364,482.7589487600492,51.27514690000672,0.0,205.08029417038745,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309926,0.0,470.0,0.0,380.1243422296126
93,414.5842893,585.2046364,532.8647103902199,55.4157107000066,0.0,205.08029417038762,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309922,0.0,470.0,0.0,380.1243422296124
94,372.7328846,396.6608949,622.3801713254707,97.26711540000628,0.0,16.53655267038789,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309916,0.0,470.0,0.0,380.1243422296121
95,367.506416,396.6608949,619.276037270923,0.0,0.0,126.17917379701572,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,741.4979918819919,0.0,367.506416,0.0,270.4817211029843,0.0
96,372.7328846,396.6608949,224.81622356765763,0.0,372.73288460000026,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
