k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,din_TES,dout_TES,Qin_B1,Qout_B1,Qin_CHP1,Qout_CHP1,Pout_CHP1,Qin_B2,Qout_B2,Qin_CHP2,Qout_CHP2,Pout_CHP2
55,421.0031304,587.1223702,0.0,0.0,0.0,246.62548079594728,0.0,0.0,0.0,0.8957513412765956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.2663833679833,421.0031304,340.4968894040527
56,549.5079332,781.293796,0.0,0.0,0.0,336.8654094944682,0.0,0.0,1.0,0.16916581531914895,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,165.29715841995846,79.50793320000002,64.3040442759264
57,524.1485906,781.293796,0.0,0.0,0.0,357.37541678212824,0.0,0.0,0.11520976723404261,1.0,0.0,1.0,0.0,0.0,112.57503243243251,54.148590600000034,43.7940369882664,0.0,0.0,977.1309771309772,470.0,380.1243422296054
58,508.9603391,791.3176496,0.0,0.0,0.0,379.6831514694799,0.0,0.0,1.0,0.08289433851063828,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,80.99862598752598,38.9603391,31.510155900914626
59,495.7810111,791.3176496,0.0,0.0,0.0,390.34226505890166,0.0,0.0,1.0,0.05485321510638297,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,53.598775675675675,25.7810111,20.851042311492883
60,476.4819936,791.3176496,0.0,0.0,0.0,405.9508317245722,0.0,0.0,1.0,0.01379147574468087,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,13.476078170478191,6.48199360000001,5.242475645822374
61,482.171696,791.3176496,0.0,0.0,0.0,401.34914154950366,0.0,0.0,1.0,0.025897225531914883,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,25.30498128898128,12.171695999999997,9.844165820890888
62,495.1631036,791.3176496,0.0,0.0,0.0,390.84201331846816,0.0,0.0,0.05353851829787233,1.0,0.0,1.0,0.0,0.0,52.3141446985447,25.1631036,20.351294051926416,0.0,0.0,977.1309771309772,470.0,380.1243422296054
63,515.3563626,779.3760622,0.0,0.0,0.0,362.56861890815526,0.0,0.0,1.0,0.09650289914893617,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,94.29597214137218,45.35636260000001,36.68310106223932
64,518.6132248,779.3760622,0.0,0.0,0.0,359.93454954324574,0.0,0.0,1.0,0.10343239319148938,0.0,1.0,0.0,0.0,977.1309771309772,470.0,380.1243422296054,0.0,0.0,101.06699542619545,48.61322480000001,39.31717042714881
