k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
82,470.167779,791.3176496,0.0,0.0,0.0,524.4074389992762,1.0,-0.0,0.0,1.0,114.6125,0.0,106.0,0.0,0.0,733.8224577434577,0.0,364.16777899999994,0.0,266.91021060072376
83,453.1732935,791.3176496,0.0,57.87428231493852,0.0,594.0698460189027,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,584.1109609095046,0.0,299.0475758149385,0.0,197.24780358109726,0.0
84,456.6195372,791.3176496,54.84334557832344,0.0,0.0,791.3176496,1.0,1.0,-0.0,-0.0,430.70680822562485,114.6125,350.6195371999999,106.0,0.0,0.0,0.0,0.0,0.0,0.0
85,462.0876488,791.3176496,54.569813251108634,219.91235120000005,0.0,411.19330737039456,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
86,460.9349327,791.3176496,262.69295637733677,0.0,248.93493269999996,791.3176496,1.0,1.0,-0.0,-0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
87,488.5970503,779.3760622,0.0,15.675301085591855,0.0,589.3760622,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,568.53470437018,0.0,292.27235138559183,0.0,190.0,0.0
88,503.6051387,779.3760622,14.854369161818191,120.39287646628807,0.0,461.29940529394344,1.0,1.0,0.0,1.0,114.6125,114.6125,106.0,106.0,0.0,843.7842806515766,0.0,411.9980151662879,0.0,318.07665690605654
89,516.1118787,779.3760622,128.86805820794757,165.8881213,0.0,399.25171997039456,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
90,536.2694503,714.0545666,285.425712853649,145.7305496999999,0.0,333.9302243703947,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.130977130977,0.0,470.0,0.0,380.12434222960536,0.0
91,404.2328834,585.2046364,422.1006344610608,0.0,192.2328834,585.2046364,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
92,418.7248531,585.2046364,218.15002912007802,0.0,206.72485310000002,585.2046364,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
93,414.5842893,585.2046364,0.0,178.99009588570536,0.0,299.67369021138234,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,773.8402853822221,0.0,381.57438518570535,0.0,285.5309461886177,0.0
94,372.7328846,396.6608949,169.61619723141123,0.0,160.73288459999992,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
95,367.506416,396.6608949,0.0,205.15276601145845,0.0,133.50400968109398,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,725.7561852005282,0.0,360.6591820114584,0.0,263.15688521890604,0.0
96,372.7328846,396.6608949,194.4087009405759,0.0,160.73288459999992,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
97,365.764259,396.6608949,24.668850581049707,316.235741,0.0,16.5365526703946,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
98,377.9593531,396.6608949,324.2199584439392,0.0,165.9593531,396.6608949,1.0,1.0,-0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
99,360.5377905,396.6608949,148.34485691710861,321.4622095,0.0,16.5365526703946,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
100,362.279945,396.6608949,452.23188099961374,0.0,150.279945,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
101,346.6005395,396.6608949,292.18176453391,0.0,134.60053950000207,396.6608949,1.0,1.0,-0.0,-0.0,114.61249999999733,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
102,353.569165,396.6608949,149.393345812737,0.0,141.569165000002,396.6608949,1.0,1.0,0.0,-0.0,114.6124999999974,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
103,352.4361953,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,296.08239611421874,114.6125,246.4361953,106.0,0.0,0.0,0.0,0.0,0.0,0.0
104,348.135434,396.6608949,0.0,274.1621843409683,0.0,80.40323931683054,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,839.8750644409505,0.0,410.29761834096826,0.0,316.2576555831695,0.0
105,312.5361524,396.6608949,259.80402380624685,0.0,100.53615239999996,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
106,300.9302561,396.6608949,152.94484541428585,0.0,88.93025610000002,396.6608949,1.0,1.0,-0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
107,267.7250826,396.6608949,58.80487135249629,0.0,55.725082600002025,396.6608949,1.0,1.0,0.0,0.0,114.61249999999727,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
108,253.5148143,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,168.25742410328115,114.6125,147.51481429999995,106.0,0.0,0.0,0.0,0.0,0.0,0.0
109,249.9992176,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,-0.0,0.0,163.71461399249998,114.6125,143.9992176,106.0,0.0,0.0,0.0,0.0,0.0,0.0
110,287.3005279,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,-0.0,211.91490089578116,114.6125,181.30052789999996,106.0,0.0,0.0,0.0,0.0,0.0,0.0
111,308.5140356,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,-0.0,0.0,239.32673037687485,114.6125,202.51403559999991,106.0,0.0,0.0,0.0,0.0,0.0,0.0
112,328.5745047,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,265.2486177920312,114.6125,222.5745047,106.0,0.0,0.0,0.0,0.0,0.0,0.0
113,332.0588187,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,269.75100478890624,114.6125,226.05881870000002,106.0,0.0,0.0,0.0,0.0,0.0,0.0
114,339.4851783,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,-0.0,279.34725383453116,114.6125,233.48517829999997,106.0,0.0,0.0,0.0,0.0,0.0,0.0
115,350.6940407,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,293.83120571703364,114.61249999999755,244.6940407000019,106.0,0.0,0.0,0.0,0.0,0.0,0.0
116,354.1783523,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,298.33358961265856,114.6124999999976,248.17835230000182,106.0,0.0,0.0,0.0,0.0,0.0,0.0
117,382.0528543,396.6608949,0.0,0.0,0.0,396.6608949,1.0,1.0,0.0,0.0,334.3526726657812,114.6125,276.0528543,106.0,0.0,0.0,0.0,0.0,0.0,0.0
118,400.6073867,396.6608949,0.0,281.3926133,0.0,16.5365526703946,1.0,1.0,0.0,1.0,114.6125,114.6125,106.0,106.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
119,414.5446376,396.6608949,266.65578763325743,0.0,202.5446376,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
120,404.0916982,396.6608949,52.65307961970379,277.9083018,0.0,16.5365526703946,1.0,1.0,0.0,1.0,114.6125,114.6125,106.0,106.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
121,423.2554178,396.6608949,315.7444244627576,0.0,211.25541779999998,396.6608949,1.0,1.0,0.0,0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
122,444.1612943,396.6608949,92.3505284841464,237.8387057,0.0,16.5365526703946,1.0,1.0,0.0,1.0,114.6125,114.6125,106.0,106.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
123,426.7397318,396.6608949,317.2727720599739,0.0,214.73973180000002,396.6608949,1.0,1.0,-0.0,-0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
124,412.8024807,396.6608949,90.21270845292526,0.0,85.48799639361438,396.6608949,1.0,1.0,-0.0,-0.0,263.62043518965766,114.6125,221.31448430638565,106.0,0.0,0.0,0.0,0.0,0.0,0.0
125,430.2240433,396.6608949,0.0,251.7759567,0.0,16.5365526703946,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
126,451.1299199,396.6608949,238.5901863364777,0.0,226.09449753665174,396.6608949,1.0,1.0,-0.0,-0.0,131.456709835139,114.6125,119.03542236334822,106.0,0.0,0.0,0.0,0.0,0.0,0.0
127,446.512641,396.6608949,0.0,235.48735900000003,0.0,16.5365526703946,1.0,1.0,1.0,0.0,114.6125,114.6125,106.0,106.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
128,436.8855768,396.6608949,223.15463954583012,245.11442319999998,0.0,16.5365526703946,1.0,1.0,0.0,1.0,114.6125,114.6125,106.0,106.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
129,401.3612252,396.6608949,454.3191754557437,0.0,189.36122519999992,396.6608949,1.0,1.0,0.0,-0.0,114.6125,114.6125,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
