ratio,opex_milp,opex_lp_lower,opex_lp_upper,opex_lp_approx,time_milp,time_lp_lower,time_lp_upper,time_lp_approx
0.38461538461538464,91355.59904168115,90762.661909771,95459.8652161165,94544.66775518566,3.307251700083725,0.5740867999847978,1.066679700044915,0.274062400101684
4.846153846153846,472622.9732493096,472622.97324931074,472622.97324931074,466158.52092919557,0.6541960000758991,0.5460976000176743,0.7323200999526307,0.2690664000110701
0.05555555555555555,43630.446986284645,38680.89848312324,51596.35450037564,39883.34583453743,7.009504199959338,0.3262818999355659,0.571558800060302,0.2118406000081449
0.7,136440.15407998255,134571.49803822234,136819.02324538757,136808.42712582153,0.7542278999462724,0.3501658999593928,0.6045217999489978,0.1789445000467822
0.7514189590081036,143612.10809233694,141699.79489585417,143523.84237075504,143698.92972042935,0.7108327000169083,0.3417730999644846,0.579706099932082,0.2158383999485522
0.3853232352049246,91548.18290389977,90874.69657243756,95554.22134584568,94639.52471880196,2.530963100027293,0.343611300108023,0.6194789999863133,0.1904960999963805
0.22141907944831446,67657.39487955783,64932.85648472476,73705.87931963816,67836.08628546432,3.6364433999406174,0.336922200047411,0.5475756999803707,0.1712741000810638
1.9462472581421328,244537.51964861588,244537.5196486164,244537.5196486164,241941.3530796578,0.4583609999390319,0.3032349999994039,0.5333622000180185,0.1798068000935018
0.6639994106182514,130713.0729903771,129580.67572067278,132124.6956108431,131984.09463586865,0.829812099924311,0.3133472000481561,0.5230418000137433,0.1797295999713242
0.33499001131165884,84418.4445761684,82908.23324934099,88844.82776259359,86976.03162509519,1.4401530999457464,0.3272917999420315,0.5703240999719128,0.2911742000142112
0.35963986097372447,87846.52678627647,86809.67464457343,92130.64040001774,91130.23523530904,4.039139100001194,1.50057489995379,1.034288699971512,0.3001103000715375
0.3938503733223702,92967.88643204008,92129.45985018041,96690.88459416085,95782.22127385237,2.1141827000537887,0.5925594000145793,0.7849358000094071,0.2483586999587714
