gas_price_MWh,electricity_price_MWh,opex_milp,opex_lp_lower,opex_lp_upper,opex_lp_approx
25.0,65.0,5949.7773172883635,5899.573024135116,6204.8912390475725,6145.403404087067
315.0,65.0,30720.493261205123,30720.4932612052,30720.4932612052,30300.303860397715
25.0,450.0,19626.783699696498,17406.404317405457,23218.359525169042,17947.505625541846
315.0,450.0,61398.06933599215,60557.17411720006,61568.5604604244,61563.79220661969
185.96438913819154,66.81275992157556,20737.29028355437,20737.290283554412,20737.290283554412,20489.225949448042
301.0219218449064,357.15388399078137,55716.43124538414,54725.75981977105,55517.48618221857,55697.92355680726
244.594249878578,111.21632285601832,29409.833633843904,29409.833633843966,29409.833633843966,29083.560899566393
65.20969943533467,187.58307725047044,16144.821198068603,15927.488587420601,16981.871598072317,16714.853698119558
254.4640386529791,387.4760788597886,50540.07975472859,49818.49166286517,50827.462310229865,50762.799792877864
136.85333071972912,204.96834193120898,27048.672701752013,26664.53003922258,27179.759871919043,27153.665664319564
76.71366697742928,132.14311433422228,15730.687148221266,15594.185967769383,16021.195963632585,15962.787710842898
56.18249448018,427.12721180999415,23306.423567042817,21658.177477813748,26364.203031716574,22504.554123301306
122.51130355069886,106.00427761753078,19330.98818223451,19330.988182234538,19330.988182234538,19167.566114834182
143.1234183362102,440.08086416175547,36425.1259445926,35805.86149711044,38525.817326144475,37551.936489002655
230.3948816924828,177.20968313638156,34328.76374366289,34328.763743662945,34328.763743662945,34021.432037988416
224.7907614444561,280.3439659093484,42109.947464673416,41684.23998915418,42079.187334192684,42179.3161078715
203.94358501990192,143.59397129233506,29173.807201812335,29173.807201812382,29173.807201812382,28901.759796136055
308.0322533042161,243.7402092902727,46520.029627331736,46520.029627331816,46520.029627331816,46109.13474496586
270.30012094771087,291.0993010084759,47736.284549281314,47176.76475263755,47883.75549470133,47523.192809434
69.13505712973283,324.6488529875681,21557.72770717962,20645.37698204245,23562.169760894725,21559.72488835385
41.76496399296124,81.59390425510516,8913.271237518766,8852.110976954988,9161.921635489341,9105.622561437804
260.04073735417387,199.25896880479314,38677.11632689763,38677.116326897696,38677.116326897696,38330.23898843932
275.02745263141173,155.37141862945344,35841.90919623365,35841.909196233726,35841.909196233726,35475.0405596407
40.53974115982455,366.9804786768448,18885.462457822487,17384.671350546396,21621.097972476997,18032.586186785942
286.95392547472994,416.68312990436385,56217.98903059691,55418.740124097865,56394.154202449834,56372.67877282736
147.27914614085813,123.53227683915316,22882.155339790617,22882.155339790654,22882.155339790654,22685.694590049814
163.19679776184182,252.82208140616422,32575.017845467326,32112.48750583727,32794.19018217401,32741.753936006964
197.83488652573567,217.5588122518857,35332.01203638397,34827.624292115834,35458.16137138759,35194.26257002866
238.93530237616378,318.81310117810665,45704.54068574617,45088.84198101402,45675.535305424324,45729.091570812176
188.25528240935827,379.00394090832435,40806.5009151014,40321.90674195043,41808.27745964679,41526.028654654816
101.71639989940532,164.50019679405895,20450.261726133438,20274.696213719842,20755.05251480153,20704.79771338967
214.464114199003,438.5762176785839,46596.77937910383,46190.98822706165,47938.83663429955,47600.01294711492
154.67950777644177,270.1547764438899,31975.62184791237,31582.20550508074,32472.935164365663,32345.743612767124
298.79679946295124,91.54422262222249,31873.800898374953,31873.80089837503,31873.80089837503,31475.225507487627
29.27063280346315,232.97488604798593,12499.882895356415,11595.917225336107,14197.113539035588,12043.48206167029
85.06393492654868,261.5641445113873,21670.686829619845,21281.043566734315,22897.71578754356,22318.809495330363
107.51220836523585,339.9172505964162,27741.8895120495,27175.83941845254,29352.5479487233,28493.372225166113
94.8574039660241,401.0142443788255,28036.540194724155,26998.96643437924,30365.595513660905,28225.396144714403
117.41403846185841,303.42271739585385,27901.864342466193,27652.302138599993,29059.73335785926,28782.54612988642
171.30933959767535,351.34741818938494,37333.866934345526,36934.73168196019,38339.06548165902,38065.82577248727
