ratio,opex_milp,opex_lp_lower,opex_lp_upper,opex_lp_approx
0.0555555555555555,43574.7550324948,38680.89848312322,51596.35450037564,39883.345834537424
0.0702858668656476,45714.52832031821,41012.330402494954,53559.89763428684,42365.823953587766
0.0889218554589998,48405.79294356787,43961.93124533805,56044.06559759757,45506.52023189196
0.1124990944962773,51846.20567331225,47693.60578398175,59186.89977493852,49479.9583205738
0.1423277348088827,56033.96395669851,52414.71742054442,63163.04261718761,54506.93604957353
0.1800653079611941,61525.836459195765,58387.6110515599,68193.44225327173,60866.794822720454
0.2278088327246821,68556.11649501525,65944.19116950003,74557.63023712233,68912.94218896753
0.2882113431787009,77376.28682348944,75504.36528382453,82609.25468525811,79092.49015514513
0.3646293137248979,88328.25246325435,87599.37753403735,92795.7319575077,91866.39351581002
0.4613091731960517,102232.62272377528,101481.38685211353,105683.10889447873,104822.1754955136
0.5836232723608746,119574.00014746765,118437.99635063064,121643.98033758547,121213.12610809805
0.7383684171753011,141808.80489845926,139890.57630933053,141822.1058096708,141950.0652141333
0.9341435568128796,164456.5738101583,162640.88335787816,164932.84108312463,163686.7546659647
1.1818276140159476,184413.85842705052,184413.8584270508,184413.8584270508,182837.37767469813
1.4951840100636766,209060.1818730167,209060.1818730171,209060.1818730171,207065.70418004697
1.8916254768776537,240241.36962513236,240241.36962513282,240241.36962513282,237718.06494043
2.393181655694821,279690.1122241757,279690.1122241763,279690.1122241763,276497.76439582754
3.027723250274576,329598.51549017994,329598.5154901807,329598.5154901807,325559.73067004175
3.830510758946848,392739.9124639456,392739.91246394656,392739.91246394656,387630.26160493545
4.846153846153845,472622.97324930946,472622.9732493107,472622.9732493107,466158.5209291955
