ratio,opex_milp,opex_lp_lower,opex_lp_upper,opex_lp_approx
0.38461538461538464,91355.59904168115,90762.661909771,95459.8652161165,94544.66775518566
4.846153846153846,472622.9732493096,472622.97324931074,472622.97324931074,466158.52092919557
0.05555555555555555,43630.446986284645,38680.89848312324,51596.35450037564,39883.34583453743
0.7,136440.15407998255,134571.49803822234,136819.02324538757,136808.42712582153
0.7514189590081036,143612.10809233694,141699.79489585417,143523.84237075504,143698.92972042935
0.3853232352049246,91548.18290389977,90874.69657243756,95554.22134584568,94639.52471880196
0.22141907944831446,67657.39487955783,64932.85648472476,73705.87931963816,67836.08628546432
1.9462472581421328,244537.51964861588,244537.5196486164,244537.5196486164,241941.3530796578
0.6639994106182514,130713.0729903771,129580.67572067278,132124.6956108431,131984.09463586865
0.33499001131165884,84418.4445761684,82908.23324934099,88844.82776259359,86976.03162509519
0.35963986097372447,87846.52678627647,86809.67464457343,92130.64040001774,91130.23523530904
0.3938503733223702,92967.88643204008,92129.45985018041,96690.88459416085,95782.22127385237
3.284183255721442,349769.7847698884,349769.78476988914,349769.78476988914,345388.89907349687
0.1094049042188513,51435.98446530609,47203.874519954894,58774.44575775208,48958.49889597729
1.1221423894111544,179719.45496470408,179719.45496470438,179719.45496470438,178222.59039890324
0.3561557560046604,87419.9565831037,86258.22984722197,91666.21094935537,90543.06405011824
0.15876970465958892,58674.54485284656,55017.06115383817,65354.74897889975,57277.87751368902
0.7292113051837645,140554.44156175837,138621.11045678446,140628.05636179473,140722.94772373736
2.1722804424117985,262315.6375976854,262315.63759768597,262315.63759768597,259417.95754218486
0.6962508823903751,136027.94922149443,134051.75155188513,136330.15384901757,136306.01896519467
0.19707354022080575,64142.729099321004,61079.57965611879,70460.6311110148,63733.16767386884
0.7388500213632969,141813.62060619684,139957.3419087541,141884.90499955756,142014.6035667366
1.7997589576741138,233015.8207781874,233015.82077818783,233015.82077818783,230615.06002255928
1.0766907435455664,176144.5607570742,176144.56075707445,176144.56075707445,174708.3257145812
1.2383322355073987,188858.09889903397,188858.0988990343,188858.0988990343,187206.24467669
0.4211750035737265,96541.25798273635,95917.51934640625,100333.24414700709,99443.91414503625
0.9989599969897107,170885.67747307586,169323.18258382016,170030.82845265954,168698.28114292695
1.999460471993419,248722.88205614884,248722.88205614936,248722.88205614936,246055.73253975203
0.56385930395064,116945.78734365359,115698.08413477255,119066.84077765747,118564.6151651012
0.3308465951688627,83792.21117870761,82252.43633865812,88292.51246206427,86277.74767874274
1.0111246230632611,171961.299329066,170577.30377858787,170987.60901495029,169638.83488953236
1.2323005838257677,188383.69326974457,188383.6932697449,188383.6932697449,186739.8848763085
0.7170137137055252,138837.51241596977,136930.13781396404,139037.5409915044,139088.38457134974
0.45499198281276587,101256.76135641884,100605.6241134875,104841.03057436801,103975.62749908678
0.5055296246049902,108555.87178209056,107611.74248167261,111460.89236490121,110748.02738061298
1.7717306146647576,230811.3162071115,230811.316207112,230811.316207112,228447.94342816508
0.6783522159957899,132944.5678976808,131570.429294929,133996.24194033668,133907.47162757794
0.5888063115593435,120225.31673273393,119156.52980101817,122319.82716559974,121907.68985917233
0.09870500567231133,49951.3689094821,45510.35396358,57348.15463040768,47155.26042676409
0.7204207425169888,139296.71219530926,137402.4599542623,139481.80342653694,139544.95042406555
