training_sample_size,model,y_test,y_pred,r2_score_total,mse_total
20,opex_lp_upper,51596.35450037564,65500.537156575,0.9900804025731459,143225953.22388083
20,opex_lp_upper,53559.89763428684,66807.27264712802,0.9900804025731459,143225953.22388083
20,opex_lp_upper,56044.06559759757,68460.4833080453,0.9900804025731459,143225953.22388083
20,opex_lp_upper,59186.89977493852,70552.03550749911,0.9900804025731459,143225953.22388083
20,opex_lp_upper,63163.04261718761,73198.15357729964,0.9900804025731459,143225953.22388083
20,opex_lp_upper,68193.44225327173,76545.87821986577,0.9900804025731459,143225953.22388083
20,opex_lp_upper,74557.63023712233,80781.2373334103,0.9900804025731459,143225953.22388083
20,opex_lp_upper,82609.25468525811,86139.58329550066,0.9900804025731459,143225953.22388083
20,opex_lp_upper,92795.7319575077,92918.6711319088,0.9900804025731459,143225953.22388083
20,opex_lp_upper,105683.10889447872,101495.20430443448,0.9900804025731459,143225953.22388083
20,opex_lp_upper,121643.98033758548,112345.76754162757,0.9900804025731459,143225953.22388083
20,opex_lp_upper,141822.1058096708,126073.30991754719,0.9900804025731459,143225953.22388083
20,opex_lp_upper,164932.84108312463,143440.64980242276,0.9900804025731459,143225953.22388083
20,opex_lp_upper,184413.8584270508,165412.8635036815,0.9900804025731459,143225953.22388083
20,opex_lp_upper,209060.1818730171,193210.91306878568,0.9900804025731459,143225953.22388083
20,opex_lp_upper,240241.3696251328,228379.49326422217,0.9900804025731459,143225953.22388083
20,opex_lp_upper,279690.1122241763,272872.8678826877,0.9900804025731459,143225953.22388083
20,opex_lp_upper,329598.5154901807,329163.4651697511,0.9900804025731459,143225953.22388083
20,opex_lp_upper,392739.91246394656,400379.2668504649,0.9900804025731459,143225953.22388083
20,opex_lp_upper,472622.9732493107,490477.6252523633,0.9900804025731459,143225953.22388083
