training_sample_size,model,y_test,y_pred,r2_score_total,mse_total
20,opex_lp_approx,39883.345834537424,60078.54825506179,0.9841914468349685,232455977.88435706
20,opex_lp_approx,42365.823953587766,61393.327101597235,0.9841914468349685,232455977.88435706
20,opex_lp_approx,45506.52023189196,63056.71377897372,0.9841914468349685,232455977.88435706
20,opex_lp_approx,49479.9583205738,65161.14012091287,0.9841914468349685,232455977.88435706
20,opex_lp_approx,54506.93604957353,67823.54585547862,0.9841914468349685,232455977.88435706
20,opex_lp_approx,60866.79482272045,71191.87676551507,0.9841914468349685,232455977.88435706
20,opex_lp_approx,68912.94218896753,75453.30580775591,0.9841914468349685,232455977.88435706
20,opex_lp_approx,79092.49015514513,80844.63402552209,0.9841914468349685,232455977.88435706
20,opex_lp_approx,91866.39351581002,87665.4492176947,0.9841914468349685,232455977.88435706
20,opex_lp_approx,104822.1754955136,96294.77357091487,0.9841914468349685,232455977.88435706
20,opex_lp_approx,121213.12610809803,107212.12533827152,0.9841914468349685,232455977.88435706
20,opex_lp_approx,141950.0652141333,121024.1649294972,0.9841914468349685,232455977.88435706
20,opex_lp_approx,163686.7546659647,138498.40609483217,0.9841914468349685,232455977.88435706
20,opex_lp_approx,182837.37767469813,160605.86548108136,0.9841914468349685,232455977.88435706
20,opex_lp_approx,207065.70418004697,188575.02052995455,0.9841914468349685,232455977.88435706
20,opex_lp_approx,237718.06494043,223960.0740759302,0.9841914468349685,232455977.88435706
20,opex_lp_approx,276497.76439582754,268727.31900212285,0.9841914468349685,232455977.88435706
20,opex_lp_approx,325559.7306700417,325364.4021049589,0.9841914468349685,232455977.88435706
20,opex_lp_approx,387630.26160493545,397018.55879220075,0.9841914468349685,232455977.88435706
20,opex_lp_approx,466158.5209291955,487671.50010341615,0.9841914468349685,232455977.88435706
