training_sample_size,model,y_test,y_pred,r2_score_total,mse_total
40,opex_lp_lower,38680.898483123216,57409.650585114054,0.9841513055158936,223668349.50786942
40,opex_lp_lower,39748.3764816066,58030.39081569134,0.9841513055158936,223668349.50786942
40,opex_lp_lower,40945.44688748216,58726.48924658749,0.9841513055158936,223668349.50786942
40,opex_lp_lower,42287.84228922248,59507.09440415143,0.9841513055158936,223668349.50786942
40,opex_lp_lower,43793.20522006492,60382.46545078774,0.9841513055158936,223668349.50786942
40,opex_lp_lower,45481.32002634079,61364.107016775415,0.9841513055158936,223668349.50786942
40,opex_lp_lower,47374.37288474558,62464.92040074276,0.9841513055158936,223668349.50786942
40,opex_lp_lower,49497.24338584637,63699.37312596165,0.9841513055158936,223668349.50786942
40,opex_lp_lower,51877.83151598524,65083.6890808679,0.9841513055158936,223668349.50786942
40,opex_lp_lower,54547.42433496288,66636.06174274384,0.9841513055158936,223668349.50786942
40,opex_lp_lower,57541.107168591545,68376.8932868713,0.9841513055158936,223668349.50786942
40,opex_lp_lower,60898.22472024694,70329.0627236656,0.9841513055158936,223668349.50786942
40,opex_lp_lower,64662.8981616121,72518.22658780267,0.9841513055158936,223668349.50786942
40,opex_lp_lower,68884.60499851796,74973.15613116922,0.9841513055158936,223668349.50786942
40,opex_lp_lower,73618.82933281099,77726.11545121968,0.9841513055158936,223668349.50786942
40,opex_lp_lower,78927.79106636404,80813.28552432073,0.9841513055158936,223668349.50786942
40,opex_lp_lower,84881.26363084896,84275.23971697329,0.9841513055158936,223668349.50786942
40,opex_lp_lower,91545.38405414588,88157.4770243548,0.9841513055158936,223668349.50786942
40,opex_lp_lower,98102.96355783498,92511.02004430933,0.9841513055158936,223668349.50786942
40,opex_lp_lower,105456.63676627108,97393.08554570406,0.9841513055158936,223668349.50786942
40,opex_lp_lower,113703.04988654652,102867.8364441476,0.9841513055158936,223668349.50786942
40,opex_lp_lower,122950.58202765908,109007.22506796788,0.9841513055158936,223668349.50786942
40,opex_lp_lower,133320.76958116025,115891.93879713674,0.9841513055158936,223668349.50786942
40,opex_lp_lower,144949.90352238633,123612.46050327229,0.9841513055158936,223668349.50786942
40,opex_lp_lower,155917.84557555756,132270.25772763218,0.9841513055158936,223668349.50786942
40,opex_lp_lower,166793.29321974062,141979.11622595933,0.9841513055158936,223668349.50786942
40,opex_lp_lower,177404.989126609,152866.6354063949,0.9841513055158936,223668349.50786942
40,opex_lp_lower,187838.7649496848,165075.90531436348,0.9841513055158936,223668349.50786942
40,opex_lp_lower,199539.20681086488,178767.38720433292,0.9841513055158936,223668349.50786942
40,opex_lp_lower,212660.0886534748,194121.0224140038,0.9841513055158936,223668349.50786942
40,opex_lp_lower,227373.8526608765,211338.59725696844,0.9841513055158936,223668349.50786942
40,opex_lp_lower,243873.8755909244,230646.39501462044,0.9841513055158936,223668349.50786942
40,opex_lp_lower,262377.01024465065,252298.1698813183,0.9841513055158936,223668349.50786942
40,opex_lp_lower,283126.4354706271,276578.4819481036,0.9841513055158936,223668349.50786942
40,opex_lp_lower,306394.8521614004,303806.4370552497,0.9841513055158936,223668349.50786942
40,opex_lp_lower,332488.06724562566,334339.8806649353,0.9841513055158936,223668349.50786942
40,opex_lp_lower,361749.01277878816,368580.10087233427,0.9841513055158936,223668349.50786942
40,opex_lp_lower,394562.2529537146,406977.1023647984,0.9841513055158936,223668349.50786942
40,opex_lp_lower,431359.038264604,450035.52064254374,0.9841513055158936,223668349.50786942
40,opex_lp_lower,472622.9732493095,498321.2542289324,0.9841513055158936,223668349.50786942
