training_sample_size,model,y_test,y_pred,r2_score_total,mse_total
40,opex_milp,43493.31136184362,60244.81437426289,0.9858907510909793,194593620.2147243
40,opex_milp,44622.643034785455,60859.0007586136,0.9858907510909793,194593620.2147243
40,opex_milp,45682.61816379352,61547.74970280029,0.9858907510909793,194593620.2147243
40,opex_milp,46979.74986867327,62320.113141986185,0.9858907510909793,194593620.2147243
40,opex_milp,48292.06690551797,63186.24192116786,0.9858907510909793,194593620.2147243
40,opex_milp,49783.96193843409,64157.519203424294,0.9858907510909793,194593620.2147243
40,opex_milp,51655.92937863703,65246.71007399989,0.9858907510909793,194593620.2147243
40,opex_milp,53465.79981782677,66468.12930640404,0.9858907510909793,194593620.2147243
40,opex_milp,55755.2212302049,67837.82949540607,0.9858907510909793,194593620.2147243
40,opex_milp,58089.60455864158,69373.81202947797,0.9858907510909793,194593620.2147243
40,opex_milp,60830.20149443768,71096.26367540554,0.9858907510909793,194593620.2147243
40,opex_milp,63942.05888278984,73027.82188439998,0.9858907510909793,194593620.2147243
40,opex_milp,67430.45983820257,75193.87230651481,0.9858907510909793,194593620.2147243
40,opex_milp,71298.75033687553,77622.88242347437,0.9858907510909793,194593620.2147243
40,opex_milp,75732.18870910301,80346.7756847085,0.9858907510909793,194593620.2147243
40,opex_milp,80642.24931258857,83401.35106370447,0.9858907510909793,194593620.2147243
40,opex_milp,86132.56225221435,86826.75354872727,0.9858907510909793,194593620.2147243
40,opex_milp,92368.57434986912,90668.00175136849,0.9858907510909793,194593620.2147243
40,opex_milp,98905.97804599488,94975.57956705871,0.9858907510909793,194593620.2147243
40,opex_milp,106448.57607944644,99806.09966348679,0.9858907510909793,194593620.2147243
40,opex_milp,114802.70251574671,105223.04751687261,0.9858907510909793,194593620.2147243
40,opex_milp,124588.94728658996,111297.61577464658,0.9858907510909793,194593620.2147243
40,opex_milp,135024.9114435922,118109.6399102104,0.9858907510909793,194593620.2147243
40,opex_milp,146390.2972893552,125748.64746669291,0.9858907510909793,194593620.2147243
40,opex_milp,158547.7395983094,134315.03467946628,0.9858907510909793,194593620.2147243
40,opex_milp,167993.03694375575,143921.38594127286,0.9858907510909793,194593620.2147243
40,opex_milp,177404.989126609,154693.95345113426,0.9858907510909793,194593620.2147243
40,opex_milp,187838.7649496848,166774.31649343838,0.9858907510909793,194593620.2147243
40,opex_milp,199539.20681086488,180321.24215440793,0.9858907510909793,194593620.2147243
40,opex_milp,212660.0886534748,195512.7719305555,0.9858907510909793,194593620.2147243
40,opex_milp,227373.8526608765,212548.56165253583,0.9858907510909793,194593620.2147243
40,opex_milp,243873.8755909244,231652.50547702203,0.9858907510909793,194593620.2147243
40,opex_milp,262377.01024465065,253075.67843261646,0.9858907510909793,194593620.2147243
40,opex_milp,283126.4354706271,277099.6361924303,0.9858907510909793,194593620.2147243
40,opex_milp,306394.8521614004,304040.1154408419,0.9858907510909793,194593620.2147243
40,opex_milp,332488.06724562566,334251.1834667836,0.9858907510909793,194593620.2147243
40,opex_milp,361749.01277878816,368129.8915199041,0.9858907510909793,194593620.2147243
40,opex_milp,394562.2529537146,406121.49308668746,0.9858907510909793,194593620.2147243
40,opex_milp,431359.038264604,448725.29566812224,0.9858907510909793,194593620.2147243
40,opex_milp,472622.9732493095,496501.2229663504,0.9858907510909793,194593620.2147243
